username,comment_score,comment_grade,comment_content,comment_time,user_ip
320****483,1,不佳,茶卡壹号很一般，就是愣，不建议去，强烈建议去天空之镜，一定要区分清楚,2023-08-09,青海
不忘初心20200203,1,不佳,人太多了，景区没有很好管理，排队两小时，不停插队，风景美，管理有待提高,2023-08-08,青海
M24****5935,1,不佳,我去过大半个中国，这里体验最差，真的，服务态度，问一下小火车能在中途停吗？回答能，实际不能，而且中途压根不能坐到车，那个筒靴没有，需要有1公里去另外一个站台借，车停在停车场，我等家人上车，没有车位上，停车场警察给我拍照扣我3分，我***得罪你这个地方了，还是你没有地方挣钱了？*******没有下次,2023-08-08,青海
M43****0883,1,不佳,差评，小心退鞋押金，恶意输错号码并告诉你过几分钟可以到账，结果五分钟没到，又去核实一次秒到，是故意还是恶意，各种排队三小时，强烈建议不要来踩雷,2023-08-08,青海
匿名用户,1,不佳,景区交通设施是真差，进景区用了一个小时，出去堵了2个半个小时，景区也没有工作人员疏导。青海湖虽然人也多也堵但是人家有工作人员管制，真的是好太多了，服,2023-08-08,青海
M51****6442,1,不佳,不值得去，堵车堵的要死，堵了两小时还要收费，服了,2023-08-08,青海
le****el,1,不佳,服务人员态度极差，骂人，动手要打人，鞋套是漏的，去换也不告诉怎么更换，去哪里换，检查完还问我是不是好的，不保证下水后还漏。坐火车的时候也是听见保安在骂其他客人,2023-08-08,青海
M28****4530,1,不佳,总体感觉不是来玩了，就是来排队呢！来时排走时也排，服务态度也不行，花钱到这挨熊来了，再也不会来了,2023-08-08,青海
丰田套路,2,一般,整个大环线性价比和服务最差的一个景点，就是人多，各种排队，最坑的就是小火车收费这个贵，一人来回100块，还啥也没看到,2023-08-06,河南
匿名用户,1,不佳,音乐节买了票、到了地方告诉我免费、五号除了马赛克、其他的不敢恭维、真的很垃圾很垃圾很垃圾,2023-08-06,青海
M57****1178,1,不佳,服务不行，态度很差,2023-08-06,甘肃
匿名用户,2,一般,旅游组织非常差，不重视游客身体健康，不重视交通安全。只想多卖门票，不管最大承载量。,2023-08-06,青海
M45****1982,2,一般,茶卡盐湖晴天去景色特别美，就是我在这个app上订的套票，太坑人了，加了很多没有必要的项目，结果啥也没有，特别是第一次去的人，一定记得只买门票就行，小火车和电瓶车需要时景区里面随时可以买的。,2023-08-05,青海
M27****446,1,不佳,不建议坐观光小火车,2023-08-05,陕西
189****4700,1,不佳,体验感极差的一个景点，就是个网红圈钱的地方。导航去景区半路被拦住，只让跟着前面调头的车辆走，结果游客入口就在国道上，跟国道通行车辆堵在一起。进了景区又是公交车又是电瓶车又是小火车又是游船的，导游图很少，一脸懵只好一步一问。好不容易到达湖面一看骂人的心都有，到处都是水，盐都在水下，跟网上宣传的白花花的盐仿佛冰天雪地那种场景完全不是一回事。难道说今年雨水多？那景点就应该关闭，而不是继续卖票圈钱，因为你的卖点是盐不是水，游客是来玩盐的不是玩水的，至少在游客进来前应该告知实情。这个景点各种排队各种堵，几乎2/3的时间都在排队，其实放眼望去并没有多少游客，工作人员疏导能力堪忧，排队时全乱了套。尤其是返程小火车，排队时老人孩子都挤在一起，万一发生危险不堪设想。感觉大多数游客都是被网上宣传那种场景骗来的。就这运营能力评上个4A就谢天谢地吧，还想创5A简直是个笑话。网红总归是个网红，圈钱而已，毫无诚意。第一次做出这么差的评价，因为体验感实在是糟透了。,2023-08-05,青海
匿名用户,2,一般,从停车场到大门口就要乘景区车，而且每个人都要微信实名认证，所以门口滞留了许多老年人。乘完景区车后，再要乘小火车，又要再大太阳下等一小时，领鞋套又要排队半个多小时，体验很差。至少每人要实名认证这项可次取消吧，因为大家都是实名购票，凭身证入场的呀。尤其对老人和小孩不会手机的太不友好了，各个景区第一次遇到这种情况。,2023-08-04,青海
M22****1934,1,不佳,景色还行 景区工作人员态度不好 不耐烦🙄 小火车秩序混乱 就这还4A景区 太垃圾了 不如去察尔汗盐湖 整个西北就这最垃圾,2023-08-04,青海
M55****945,1,不佳,不安逸，建议不要去,2023-08-03,甘肃
M48****5105,1,不佳,套票骗人的，太坑了。项目写的很多，进去只能坐小火车，电动车都不让坐，说火车电动二选一，坐了火车不让坐电动。哪里可以投诉，7个人白花了350元，建议购买门票和小火车就可以。雨衣45元一个。。。,2023-08-03,青海
M25****8280,1,不佳,太坑人，往返小火车和电瓶车都是重复的路，却让买两个，最后只能选择一个坐，想钱想疯了吧,2023-08-03,河南
恺哥恺哥我是恺姐,2,一般,一进去开始刮大风，冷,2023-08-02,甘肃
156****7454,1,不佳,很烂， 不推荐。,2023-08-02,青海
M12****045,1,不佳,天空之镜，非常失望，怪不得门票60，比青海湖便宜三分之一，来过一次，没有再来的任何理由。,2023-08-01,青海
M52****0809,1,不佳,携程与景区工作对接不到位，导致电子码验票不通过，显示已使用，后面的的人员进不去,2023-08-01,青海
_WeCh****970702,1,不佳,暑假等各种旺季千万别来，进去完全是看人多，就是比湖水清澈点的盐水，风景真的太一般，期望越大失望越大，不坐观光车走路单边需要50分钟，坐观光车排队1小时，柴卡镇一碗素米线38元，一个肉丝炒菜50元，不是消费不起，吃相太难看,2023-07-31,青海
M11****237,1,不佳,最差劲的旅游体验、一个景区分成两个景点茶卡盐湖和茶卡壹号分别购票、购票流程各种迷惑、增加所谓的观光小火车、就是个小破车拉到湖边、很长很远、中途不能停、只能到终点，鞋套租赁口开设不合理，对于年龄大点的人来说非常不友好，本来1个小时游玩的的地方、拉长到3-4小时，管理混乱、啥钱都想挣、吃相真难看,2023-07-31,青海
M44****1368,1,不佳,打死我都不会再来这个茶卡盐湖了，太**坑了，下了摆渡车，小火车100元往返，拍照两分钟，全是买东西的，哪有什么天空之镜？出停车场堵的要死，半个小时都出不去，连青海湖景区的十分之一都赶不到！谁来谁被坑,2023-07-31,青海
as****07,1,不佳,携程的工作能力让人不得不质疑，比景区直接买票还慢，不好用。建议大家不要用携程，直接在景区购买，直接省事。,2023-07-31,青海
M48****5105,1,不佳,套票骗人的，太坑了。项目写的很多，进去只能坐小火车，电动车都不让坐，说火车电动二选一，坐了火车不让坐电动。哪里可以投诉，7个人白花了350元，建议购买门票和小火车就可以。雨衣45元一个。。。,2023-08-03,青海
M25****8280,1,不佳,太坑人，往返小火车和电瓶车都是重复的路，却让买两个，最后只能选择一个坐，想钱想疯了吧,2023-08-03,河南
恺哥恺哥我是恺姐,2,一般,一进去开始刮大风，冷,2023-08-02,甘肃
156****7454,1,不佳,很烂， 不推荐。,2023-08-02,青海
M12****045,1,不佳,天空之镜，非常失望，怪不得门票60，比青海湖便宜三分之一，来过一次，没有再来的任何理由。,2023-08-01,青海
M52****0809,1,不佳,携程与景区工作对接不到位，导致电子码验票不通过，显示已使用，后面的的人员进不去,2023-08-01,青海
_WeCh****970702,1,不佳,暑假等各种旺季千万别来，进去完全是看人多，就是比湖水清澈点的盐水，风景真的太一般，期望越大失望越大，不坐观光车走路单边需要50分钟，坐观光车排队1小时，柴卡镇一碗素米线38元，一个肉丝炒菜50元，不是消费不起，吃相太难看,2023-07-31,青海
M11****237,1,不佳,最差劲的旅游体验、一个景区分成两个景点茶卡盐湖和茶卡壹号分别购票、购票流程各种迷惑、增加所谓的观光小火车、就是个小破车拉到湖边、很长很远、中途不能停、只能到终点，鞋套租赁口开设不合理，对于年龄大点的人来说非常不友好，本来1个小时游玩的的地方、拉长到3-4小时，管理混乱、啥钱都想挣、吃相真难看,2023-07-31,青海
M44****1368,1,不佳,打死我都不会再来这个茶卡盐湖了，太**坑了，下了摆渡车，小火车100元往返，拍照两分钟，全是买东西的，哪有什么天空之镜？出停车场堵的要死，半个小时都出不去，连青海湖景区的十分之一都赶不到！谁来谁被坑,2023-07-31,青海
as****07,1,不佳,携程的工作能力让人不得不质疑，比景区直接买票还慢，不好用。建议大家不要用携程，直接在景区购买，直接省事。,2023-07-31,青海
m22****715,2,一般,不会再去，景区真的很一般，一个盐湖还分两个景区，门票啥的都是分开的，而且票价和小火车什么的死贵，对于时间不是很足的非常浪费时间,2023-07-30,陕西
匿名用户,1,不佳,垃圾景区，没有之一，自驾车开不到景区门口，只能停在旅游集散中心，收费的，然后让你排队乘坐景区公交到景区大门，到了大门，买票进去再乘坐小火车，排队坐小火车一个半小时起步，又热人又多，上了小火车，起码30分钟给你拉到景区最后一站，人全部集中在最后一站，然后你发现还要租鞋子，又是排队一小时起步，什么垃圾景区，真是无敌了，体验超级差，就一个破盐湖不值得花158进去，大家避雷，都别去,2023-07-30,青海
匿名用户,1,不佳,小火车根本没必要买返程票，很坑，排队很久，不如走过去。回来也坑，除了回来起点站，还设了天路映辰站，不过这里别想有位置，他们火车不按时间排发车，起点站做满才走，而且从头打尾没有提示，全靠自己问，你买的服务自己不经常去问就没了。,2023-07-30,青海
631****699,1,不佳,小火车确实口碑相传，坑，一上车直达终点，什么都排队，几百块就换了3包盐走人,2023-07-29,青海
M55****600,2,一般,去茶卡盐湖的那天遇到下雨，景区没有躲雨的地方，景区内更没有雨衣耐，到了大门口才有商贩卖雨衣，好多人淋成了落汤鸡，关键还风大又冷，手抖冻僵了，直接进入冬天。总只景区没有考虑突然下雨情况下怎么服务好游客，景色还可以，服务差评。,2023-07-29,青海
